Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
4,4,4,4,I don't know that TCGplayer does anything or makes promises as far as i know its just a platform that enables sells to sell products and they take a cut. ,Product,4,26,126.45,No,No,yes
7,4,7,6,"For the few instances where the item/items ordered were not as described, a satisfactory resolution was achieved. ",Product,3,30,2078.82,Yes,Yes,yes
6,7,7,7,I have never had a bad experience on TCG. shipping seems kinda wonky at times and the price variation is huge for some cards but overall thats not TCGs fault. Buyers price somewhere between market and mid usually.,Product,6,36,29.54,No,No,no
6,2,6,1,i ordered a few cards on the website and I didn't get all the cards that i bought from the site.  i think   the website treats everyone with good services but there needs to be some sort of support if you don't get cards from the list you bought for the website or something happens if we don't get our cards kind of like ebay does with their products.,Search,1,4,51.63,No,No,yes
7,7,7,7,All transactions are positive and helpful,Search,2,29,19.69,No,No,yes
4,5,6,4,Fairly new here,OrderComplete,1,19,98.75,No,Yes,yes
7,7,7,7,I am fairly new to Pokemon Cards and all the dealings I have had with TCG player have been positive. ,Product,2,19,55.8,Yes,No,yes
7,7,6,6,I have been solely using TCG for over 10 years. I do not see myself ever using anyone else. I can only think of truly one poor experience and it was handled very professionally. ,Search,1,9,25.6,No,No,no
7,7,7,7,"Every time I order from tcgplayer, my cards arrive faster than expected and in excellent condition. No other site has been as enjoyable to purchase from!",Search,1,16,41.86,No,No,yes
7,7,7,7,Order a lot of cards from this site and have never had an issue without being resolved.. highly recommended ,Product,1,2,1774.58,No,No,yes
5,3,2,3,Shipping would be better if it was the same as eBay's tracking for small orders.,HomePage,1,13,544.95,Yes,No,yes
7,7,7,7,Amazing service unlike any other ,HomePage,2,25,81.7,Yes,No,yes
5,4,2,5,"Many sellers appear to believe they are only dealing with children.  When ordering a very expensive card, my experiences are that they mail you out a card that no one would ever buy.  Yes, it is listed as NM but, they are usually so poorly centered that they are somewhat worthless.  I am of the belief that this is how they rid of unwanted cards expecting that youths will not take exception to it.  There are good sellers also but it is getting harder to find them on TCG.  TCG should investigate complaints such as this because the way it is presently done only allows you to receive a refund.  There is no investigation done on the seller who is ruining TCG's name.  I live in another country and it is usually not worth the time and costs go go through returns.  Eg. I have to drive to another city to attend a post office therefore, gas is also an added expense. ",Search,1,79,49.45,No,No,yes
6,6,6,6,"I generally have a good opinion of TCGplayer. The website has always been helpful if I had any issues. The one thing I didn’t like is when sending in a card that I thought might be fake, I was not allowed to be told the answer as to whether or not I was sold a fake. I don’t like the lack of transparency and don’t understand why that is a rule because if it was evaluated and turned out to be real, I would’ve wanted it back. But either way I still think someone has a right to know if the card the submitted was legitimate or not. Other than that I like the company. I do not see the value in the subscription service however. It seems like it just costs money and doesn’t offer anything of substance to its users. I spend thousands on this website and even I don’t see a purpose to sign up! Just some feedback. ",Product,2,27,448.61,No,Yes,yes
7,6,6,7,"Tcgplayer is by far the best place to buy trading cards. It consistently has the best prices and highest quality while still delivering quick and easy shipping. And on the rare occasion something with my order has gone wrong, they were quick to help me. Tcgplayer will continue to be my go to for trading cards.",Product,2,44,8.38,Yes,No,no
7,6,6,6,"I like using TCGplayer to look up cards that I can't find at my local shops, and they provide pretty reliable information on the latest sets. Plus, the collection feature really helps me keep track of my cards and how much they are worth.",Infinite,4,73,74.65,No,Yes,yes
4,6,4,6,"I've never had an interaction with staff, so I gave neutral responses. I've never heard bad press.",Product,2,25,60.52,No,No,yes
7,7,7,7,Every purchase I have made has been from great to amazing.,OrderComplete,3,118,42.23,No,No,no
7,7,7,7,It's a great server in order to check the cards that I want,Search,5,42,135.89,Yes,No,yes
4,4,5,3,I believe some of TCGPlayer's customer support team members do not actually read customers' messages before copying and pasting boilerplate-level responses. I also believe TCGPlayer needs to have a better contact system in place for reporting sellers for false advertising or scams.,HomePage,1,1,64.44,No,No,no
7,4,6,7,"The interface is a little buggy on occasion but generally works.  The optimize feature can be good but doesn't always make the best choices.  TCGPlayer has resolved the few disputes I have had in a very satisfactory manner.  While I have a few interface recommendations, it is in my opinion the best option for a budget player to get good deals on Magic cards (hence why I have placed 175 orders over the years).",Product,1,1,543.59,No,No,yes
6,6,2,6,i just wish u guys made it easier to find who had what cards im look for then have like 5 then have find a new seller for the last one,HomePage,1,107,154.21,No,Yes,yes
4,4,5,5,"I have no idea how you 'treats everyone'. 
",Infinite,2,1,294.3,No,No,no
6,6,6,4,"I waited over a month for one of my previous orders. Generally it's pretty good though, that was really on the seller rather than the company.",OrderComplete,2,1,294.3,No,No,no
4,4,5,4,"Most of these questions do not reflect the experience of shopping, I buy you send end transaction.",Product,3,23,39.65,Yes,No,yes
6,6,6,6,I’ve had good experiences dealing with TCG player.,Infinite,5,73,53.96,No,No,yes
7,5,7,7,I’ve recently been buying cards from here for the last few months and TCGplayer has made it a quick and easy experience that is better then other services provided by eBay or other retailers and usually at cheaper price point. I have been very happy with using TCGplayer for all my online card shopping and would highly recommend this service to others. ,Search,1,1,235.55,No,Yes,yes
6,6,6,5,minus the one card that wasn't delivered tcg has been consistent on delivery  ,OrderComplete,1,1,94.04,No,No,no
6,6,6,4,Bought a couple times on here and always had good shipments except when usps delivers and the card is destroyed ,Product,1,1,1339.24,Yes,No,no
4,4,6,4,"Most of these do not feel Applicable on the site, for i usually only use tcgplayer for shopping cards.",Search,1,11,141.8,Yes,No,yes
6,5,6,6,"TCG has always been a great establishment to me and I am glad to have it in my arsenal for product and card searches as well as purchasing.  I would gladly take any promotional swag, Or TCG packs for always recommending TCG to all TCG enthusiasts I come across.   I appreciate your consideration and keep rocking it TCG.",Infinite,4,16,433.93,No,No,yes
4,6,3,3,The shipping of different sellers are annoying and tcgplayer direct is either too pricey or the don't have what I want ,Product,4,16,433.93,No,No,yes
4,6,5,5,I've heard complaints of slow shipping and careless packaging but I haven't had any problems myself.,OrderComplete,5,14,8.62,No,No,yes
6,6,6,6,"I have used this service a few times now and have only ever had an easy going experience and have received my products as stated definitely will recommend to people trying to get into trading card games whether to make a deck, collect certain cards or try to sell! ",OrderComplete,7,38,199.97,Yes,No,yes
1,1,1,1,Strong,HomePage,1,2,31.46,No,No,yes
6,6,6,6,"In my opinion, sellers who over/under price their products ruin the experience for all other buyers/sellers. It creates imbalance and unfairness for everyone. I understand market prices fluctuate, but nobody likes scalpers. Nobody. 
It's embarrassing when I hear/read about Lorcana prices for sealed product being double or triple msrp. That alone inflates the market everywhere else...",Product,1,22,94.32,No,Yes,yes
7,7,7,7,The website and mobile app are easy to use for buying and selling cards. Furthering my addiction to tiny cardboard rectangles ,Product,1,22,94.32,No,Yes,yes
4,4,4,5,So many purchases dont get a tracking number and to dispute it is stupid because you never get a reply from the seller ... so sick of it ,Product,2,12,38.88,No,No,yes
6,7,4,6,Website goes down randomly when searching cards. Happens every 5-6 searches. ,OrderComplete,2,4,97.28,No,Yes,yes
4,3,4,6,I'm not at all familiar with half this survey... maybe it's in the wording or something! ,Product,1,6,73.48,No,No,yes
7,7,7,7,My only problem with tcgplayer is there are not enough bonus bucks days and it seems like you have to spend a certain amount to get bonus bucks,HomePage,3,16,183.75,No,No,yes
7,6,7,7,thank you for existing,Product,2,35,8.42,No,No,yes
6,5,4,5,Tcgplayer doesn't exactly create things it just profits of secondary sellers. The customer service has been good minus the fact even if someone is being deceitful you'll still keep them around due to them generating profit for the business. Overall though I'm satisfied.,Search,2,26,161.67,No,No,no
